date,open,high,low,close,volume
2020-09-10,3.60516928,3.91302615,3.29011332,3.48113711,2869639.656
2020-09-09,2.46813477,3.92673984,2.37626876,3.61435262,5431132.561
2020-09-08,2.93256672,2.9582703,2.33910305,2.46592776,1280930.477
2020-09-07,3.08868811,3.24630351,2.3711848,2.93386212,1599202.627
2020-09-06,2.6091463,3.1896001,2.23275107,3.08860832,2175436.305
2020-09-05,3.53874631,3.70339998,2.02403629,2.61394288,2899647.335
2020-09-04,3.50795985,3.967762,3.07986614,3.54303486,1354491.984
2020-09-03,4.17157559,4.49176493,3.32688479,3.49986477,2111116.339
2020-09-02,4.32061561,4.40011596,3.62957913,4.17158474,1588591.662
2020-09-01,4.74508088,5.1043898,4.16932136,4.32959235,1176403.225
2020-08-31,4.42042617,4.93011827,4.08587483,4.74474102,1245427.499
2020-08-30,3.95970929,4.7648746,3.89518196,4.42051639,1725729.625
2020-08-29,4.01919131,4.14455615,3.73514264,3.95970406,1176043.408
2020-08-28,3.44868174,4.332465,3.4375005,4.01240123,2368065.8
2020-08-27,3.55766467,3.92597631,3.04357427,3.44734553,1946161.496
